"k" "absresidrel" "runtimeb" "runtimea"
"358" 6 13693.3322813381 14.130469174 8.750088356
"359" 6 21099.7616186404 14.066744636 8.690786355
"360" 6 40835.2482699655 14.566428463 8.852770593
"361" 6 24759.3221057137 14.511081891 8.87905549
"362" 6 3480.62583307632 14.354995277 8.701752316
"363" 6 45657.6385262411 14.206727979 8.757373266
"364" 6 16989.9245199267 14.692867992 9.351824303
"365" 6 10140.0793303496 14.294998327 8.821379152
"366" 6 14595.4402871989 14.523141082 8.842657228
"367" 6 13933.298166666 14.436991816 9.013935873
"368" 6 55878.9107212356 14.718702937 9.042238091
"369" 6 21498.1349568358 14.333329146 8.918184147
"370" 6 24019.6556877362 14.860438051 9.199672745
"371" 6 69620.1976631059 14.521420247 8.919998022
"372" 6 816.765799332897 15.27811721 9.116431773
"373" 6 18280.5280422563 13.919269319 8.522731834
"374" 6 26644.4155324164 14.319301392 8.864389
"375" 6 3899.33119337207 14.318156671 8.873269159
"376" 6 15499.2828491269 14.14102066 8.765407456
"377" 6 12130.1868255765 14.072693778 8.66440562
"378" 6 10913.5344470161 13.989985564 8.648779365
"379" 6 12550.946195911 14.157703757 8.63878496
"380" 6 18328.5795234294 14.050838828 8.619213821
"381" 6 25629.2993121865 14.258894284 8.760287231
"382" 6 69548.6779009807 14.30716703 8.776654733
"383" 6 27629.3248896432 14.864386303 9.177079948
"384" 6 14353.5400337349 14.116239662 8.723834047
"385" 6 16531.7168503589 14.482406031 9.011222695
"386" 6 49895.6737482725 14.292637719 8.748173046
"387" 6 10178.89327385 14.120593032 8.7220945
"388" 6 44406.4362660904 14.549705983 9.05066194
"389" 6 7426.58203159266 14.459471881 8.823547279
"390" 6 31417.9677811672 14.51140677 8.759284139
"391" 6 37442.8460124683 14.404089708 8.846846734
"392" 6 18887.7946155022 15.146746484 9.011075782
"393" 6 43091.8575242252 14.31748259 8.814704684
"394" 6 30920.0672489443 14.019365162 8.628580263
"395" 6 4500.95240532106 14.265235466 8.641736268
"396" 6 26318.8544800037 14.138505392 8.735896877
"397" 6 45129.2369361805 14.198098795 8.849262012
"398" 6 29374.7748730233 14.222396471 8.864524829
"399" 6 28417.0671982268 14.088016773 8.662336735
"400" 6 28089.6829779534 14.29825567 8.650083877
"401" 7 81.2926988516171 11.995368585 6.367050852
"402" 7 170.958584075313 11.985666503 6.540995746
"403" 7 174.38875031619 12.169013818 6.547297181
"404" 7 111.9198820061 12.052824123 6.445469001
"405" 7 48.3071657435545 11.952393508 6.516906512
"406" 7 118.806911615231 11.863237371 6.282110749
"407" 7 170.048341249027 11.876788227 6.459083938
"408" 7 63.85429751231 12.205795238 6.709228441
"409" 7 53.2529942448746 11.827841718 6.389232098
"410" 7 161.410505095042 11.937460678 6.476030076
"411" 7 98.1235348644676 12.069811538 6.594489745
"412" 7 41.7252532221894 12.644260372 6.532690284
"413" 7 53.9614272334211 11.85110716 6.329062476
"414" 7 66.3487458881933 11.731521814 6.306720603
"415" 7 53.0714821206986 11.923832043 6.352465492
"416" 7 178.35648110913 11.703296026 6.349730629
"417" 7 92.9415847898305 11.817348155 6.354174523
"418" 7 39.177341207579 11.681041325 6.325355062
"419" 7 55.1132397430188 11.588720578 6.228193624
"420" 7 171.970818609938 11.76676354 6.250244116
"421" 7 56.8463313919752 12.170545446 6.616643006
"422" 7 61.2571274593566 12.010746836 6.50064043
"423" 7 85.6338377710637 12.14092178 6.625636653
"424" 7 289.401007647878 11.825237909 6.297970764
"425" 7 74.3793976084854 11.850007001 6.460632653
"426" 7 64.3656386792158 11.786475848 6.383412489
"427" 7 166.164509585747 11.998198412 6.602775175
"428" 7 47.9625596940325 11.981977601 6.465947602
"429" 7 37.7826056167042 12.057016679 6.281027991
"430" 7 66.9296992155843 12.109625074 6.605925987
"431" 7 71.1341947894869 12.187129372 6.55241008
"432" 7 27.2769538348473 12.90809276 6.682383166
"433" 7 197.958011612591 11.868234733 6.378085586
"434" 7 207.851118242646 11.784308888 6.21777982
"435" 7 91.5601121854878 11.903636938 6.386680544
"436" 7 187.824741703174 11.845786 6.366131609
"437" 7 79.0340577115436 11.621588085 6.203798565
"438" 7 192.395520722876 11.5380674 6.169173336
"439" 7 64.6371061833668 11.564695556 6.063796641
